h3,counts,min_depth,max_depth,salinity,min_salinity,max_salinity,temperature,min_temperature,max_temperature,oxygen,min_oxygen,max_oxygen,latitude,longitude
84044a7ffffffff,3,101.0,101.0,33.7,33.7,33.7,-1.4,-1.4,-1.4,4.9,4.9,4.9,72.441,-176.20071
8406299ffffffff,1,383.0,383.0,,,,,,,,,,66.11468,-26.72872
84062d7ffffffff,1,620.0,620.0,,,,,,,,,,66.47073,-26.23461
840660bffffffff,2,585.0,765.0,,,,,,,,,,61.86975,-26.90582
8406663ffffffff,1,1392.0,1392.0,,,,,,,,,,62.91825,-27.28358
8406681ffffffff,1,1076.0,1076.0,,,,,,,,,,59.65781,-29.98741
84066bbffffffff,1,1436.0,1436.0,,,,,,,,,,58.87,-31.42572
840674bffffffff,1,546.0,546.0,,,,,,,,,,64.68376,-27.68589
8406761ffffffff,3,423.0,423.0,,,,,,,,,,65.71183,-30.01788
8406763ffffffff,3,477.0,477.0,,,,,,,,,,65.34015,-30.45282
8406d37ffffffff,1,596.0,596.0,,,,,,,,,,66.6076,-57.07223
8406d89ffffffff,4,82.0,82.0,,,,,,,,,,64.7434,-53.74086
8406dbbffffffff,1,1200.0,1200.0,,,,,,,,,,63.49765,-55.67694
8407135ffffffff,1,265.0,265.0,,,,,,,,,,74.28994,-16.43116
8407525ffffffff,1,107.0,107.0,,,,,,,,,,68.18821,-22.55183
8407647ffffffff,1,351.0,351.0,,,,,,,,,,64.32089,-11.23298
8407addffffffff,2,189.0,189.0,,,,,,,,,,74.06036,-18.6241
840815bffffffff,1,65.0,65.0,,,,,,,,,,63.65261,10.57809
8409083ffffffff,1,30.0,30.0,,,,,,,,,,67.10629,2.64165
840c021ffffffff,4,9.0,18.0,,,,4.75,3.0,10.7,,,,63.90299,-161.15467
840c025ffffffff,4,13.0,18.0,,,,9.3,6.0,14.3,,,,63.82301,-162.07392
840c02dffffffff,3,13.0,15.0,,,,8.7,6.7,9.9,,,,64.20434,-161.72668
840c101ffffffff,22,15.0,24.0,,,,7.6,3.9,15.0,,,,63.83379,-165.42435
840c103ffffffff,3,9.0,18.0,,,,11.7,11.2,12.5,,,,63.54717,-164.80978
840c105ffffffff,16,22.0,33.0,,,,4.7,0.8,8.7,,,,63.72609,-166.33716
840c107ffffffff,18,15.0,27.0,,,,7.05,3.0,11.9,,,,63.44337,-165.71298
840c109ffffffff,10,13.0,33.0,,,,9.0,7.1,10.9,,,,64.2248,-165.1267
840c10bffffffff,15,13.0,22.0,,,,9.3,6.4,11.3,,,,63.93551,-164.50646
840c10dffffffff,19,16.0,31.0,,,,7.0,2.1,14.7,,,,64.11914,-166.05462
840c119ffffffff,3,13.0,15.0,,,,7.7,7.0,8.3,,,,63.73703,-162.98982
840c11dffffffff,4,15.0,18.0,,,,8.6,7.6,10.7,,,,63.64507,-163.90192
840c121ffffffff,3,22.0,33.0,,,,5.6,0.6,6.2,,,,63.21824,-167.50379
840c123ffffffff,1,28.0,28.0,,,,4.2,4.2,4.2,,,,62.94206,-166.87687
840c125ffffffff,1,39.0,39.0,,,,0.7,0.7,0.7,,,,63.09703,-168.39061
840c127ffffffff,2,34.0,35.0,,,,1.45,1.2,1.7,,,,62.82485,-167.75533
840c129ffffffff,4,22.0,31.0,,,,4.3,0.7,5.2,,,,63.61245,-167.24447
840c12bffffffff,10,20.0,27.0,,,,6.25,2.9,9.0,,,,63.33371,-166.61112
840c12dffffffff,3,27.0,27.0,,,,0.5,0.5,1.3,,,,63.49293,-168.14587
840c139ffffffff,1,15.0,15.0,,,,7.5,7.5,7.5,,,,63.1594,-165.10405
840c13dffffffff,8,16.0,24.0,,,,7.9,6.8,10.3,,,,63.0536,-165.99298
840c145ffffffff,2,15.0,26.0,,,,4.95,2.4,7.5,,,,64.79935,-166.41615
840c147ffffffff,11,15.0,29.0,,,,10.8,6.6,11.8,,,,64.5128,-165.7631
840c151ffffffff,6,13.0,20.0,,,,9.55,7.5,12.3,,,,64.41773,-163.25604
840c153ffffffff,12,13.0,22.0,,,,6.3,4.7,8.4,,,,64.12082,-162.65717
840c155ffffffff,33,11.0,31.0,,,,9.7,7.2,12.8,,,,64.32435,-164.19369
840c157ffffffff,22,13.0,22.0,,,,8.350000000000001,5.6,12.5,,,,64.0312,-163.58392
840c15bffffffff,8,9.0,20.0,,,,7.0,3.9,13.1,,,,64.50492,-162.31423
840c161ffffffff,4,29.0,35.0,,,,2.1500000000000004,1.4,2.8,,,,64.28719,-167.63296
840c163ffffffff,13,27.0,35.0,,,,3.6,2.0,7.7,,,,64.00741,-166.97701
840c167ffffffff,1,35.0,35.0,,,,1.1,1.1,1.1,,,,63.88968,-167.89344
840c169ffffffff,3,26.0,31.0,,,,5.1,0.6,7.0,,,,64.68542,-167.36406
840c16bffffffff,14,22.0,31.0,,,,3.9,0.7,10.5,,,,64.40307,-166.70104
840c301ffffffff,3,17.0,21.0,31.9,31.9,31.9,1.9,1.9,1.9,7.0,7.0,7.0,66.57913,-163.1264
840c303ffffffff,1,15.0,15.0,,,,,,,,,,66.27336,-162.47207
840c307ffffffff,1,14.0,14.0,31.9,31.9,31.9,1.9,1.9,1.9,7.0,7.0,7.0,66.18614,-163.48777
840c30bffffffff,1,12.0,12.0,,,,,,,,,,66.66356,-162.09261
840c30dffffffff,1,24.0,24.0,,,,,,,,,,66.8835,-163.80011
840c361ffffffff,1,29.0,29.0,,,,,,,,,,67.08605,-165.54918
840c36bffffffff,2,24.0,24.0,,,,,,,,,,67.1863,-164.49389
840c403ffffffff,27,66.0,207.0,,,,7.15,5.3,7.7,,,,59.8319,-146.84689
840c405ffffffff,5,124.0,274.0,,,,6.1,5.0,6.9,,,,60.15121,-147.91577
840c407ffffffff,18,85.0,130.0,,,,5.9,5.2,8.3,,,,59.83547,-147.60521
840c409ffffffff,8,70.0,194.0,,,,,,,,,,60.46138,-146.67901
840c40bffffffff,11,60.0,116.0,,,,6.4,6.2,7.7,,,,60.142,-146.38154
840c411ffffffff,23,82.0,518.0,,,,5.6,3.7,8.9,,,,59.50743,-145.80904
840c415ffffffff,31,69.0,174.0,,,,6.2,5.2,7.6,,,,59.51635,-146.55418
840c417ffffffff,5,205.0,407.0,,,,5.4,4.2,6.0,,,,59.2022,-146.26874
840c419ffffffff,10,79.0,118.0,,,,6.5,5.8,6.8,,,,59.81184,-145.3397
840c41bffffffff,90,117.0,701.0,,,,4.3,4.0,6.2,,,,59.49434,-145.06721
840c41dffffffff,42,66.0,108.0,,,,6.8,5.3,7.5,,,,59.82401,-146.09165
840c421ffffffff,20,75.0,255.0,,,,5.8,5.2,6.9,,,,59.82946,-149.13003
840c423ffffffff,13,88.0,219.0,,,,5.4,5.0,6.1,,,,59.51753,-148.80717
840c425ffffffff,5,113.0,320.0,,,,6.0,6.0,6.0,,,,59.81978,-149.89603
840c427ffffffff,40,94.0,243.0,,,,5.949999999999999,4.4,6.2,,,,59.50924,-149.56321
840c42bffffffff,11,106.0,190.0,,,,5.45,4.4,6.4,,,,59.83468,-148.36634
840c431ffffffff,96,111.0,670.0,,,,5.5,4.0,6.1,,,,59.20949,-147.74835
840c433ffffffff,10,255.0,846.0,,,,3.7,3.5,3.7,,,,58.89886,-147.45066
840c435ffffffff,92,101.0,236.0,,,,5.6,4.5,6.1,,,,59.20681,-148.49224
840c437ffffffff,102,133.0,865.0,,,,4.2,3.5,5.9,,,,58.89735,-148.18496
840c439ffffffff,21,101.0,211.0,,,,5.9,5.0,6.8,,,,59.52104,-147.30241
840c43bffffffff,14,173.0,686.0,,,,5.300000000000001,4.0,5.8,,,,59.20794,-147.00711
840c43dffffffff,28,77.0,214.0,,,,5.4,5.1,5.8,,,,59.52145,-148.05349
840c441ffffffff,1,203.0,203.0,,,,,,,,,,61.09627,-146.50289
840c443ffffffff,6,97.0,183.0,,,,6.1,5.8,6.7,,,,60.77307,-146.20056
840c447ffffffff,3,117.0,179.0,,,,6.9,6.9,8.3,,,,60.7821,-146.98432
840c453ffffffff,7,29.0,115.0,,,,6.35,5.3,10.3,,,,60.11533,-144.86048
840c455ffffffff,3,43.0,70.0,,,,7.4,7.2,7.6,,,,60.45124,-145.9061
840c457ffffffff,24,38.0,132.0,,,,6.550000000000001,5.0,11.1,,,,60.13082,-145.61924
840c463ffffffff,1,183.0,183.0,,,,,,,,,,60.46821,-148.23437
840c469ffffffff,1,108.0,108.0,,,,,,,,,,61.10732,-148.09589
840c503ffffffff,18,31.0,85.0,,,,7.9,7.3,9.2,,,,59.76358,-152.20516
840c507ffffffff,12,20.0,40.0,,,,9.8,7.4,11.1,,,,59.73569,-152.97768
840c50bffffffff,1,52.0,52.0,,,,8.9,8.9,8.9,,,,60.09531,-151.79521
840c511ffffffff,4,86.0,126.0,,,,6.2,6.2,6.2,,,,59.47941,-151.08134
840c513ffffffff,64,78.0,290.0,,,,5.9,5.0,6.4,,,,59.17294,-150.73734
840c515ffffffff,19,28.0,109.0,,,,7.9,6.6,9.6,,,,59.45778,-151.84291
840c517ffffffff,22,67.0,196.0,,,,5.9,5.5,6.9,,,,59.15292,-151.48937
840c51bffffffff,21,86.0,285.0,,,,5.800000000000001,4.4,6.3,,,,59.49655,-150.32135
840c51dffffffff,3,30.0,79.0,,,,7.8,5.7,8.0,,,,59.78688,-151.43387
840c523ffffffff,2,16.0,19.0,,,,10.25,8.7,11.8,,,,59.36572,-154.13446
840c531ffffffff,27,38.0,173.0,,,,6.2,5.4,9.7,,,,59.09956,-152.99739
840c533ffffffff,18,68.0,206.0,,,,5.5,4.4,6.5,,,,58.79901,-152.63382
840c535ffffffff,9,20.0,41.0,,,,8.5,7.9,12.3,,,,59.06618,-153.75287
840c537ffffffff,14,18.0,171.0,,,,5.85,4.9,9.2,,,,58.76742,-153.38021
840c539ffffffff,32,41.0,76.0,,,,8.3,6.9,10.0,,,,59.43164,-152.6058
840c53bffffffff,27,78.0,192.0,,,,6.5,5.6,7.8,,,,59.12847,-152.24281
840c53dffffffff,27,16.0,58.0,,,,8.75,7.5,10.7,,,,59.40096,-153.36974
840c581ffffffff,64,112.0,304.0,,,,5.0,4.5,5.7,,,,57.94387,-150.15682
840c583ffffffff,51,172.0,803.0,,,,4.35,3.8,5.5,,,,57.64444,-149.84279
840c585ffffffff,54,70.0,161.0,,,,6.8,5.7,8.3,,,,57.92549,-150.87417
840c587ffffffff,76,82.0,302.0,,,,6.1,4.9,7.8,,,,57.62742,-150.55154
840c589ffffffff,38,46.0,258.0,,,,6.2,4.9,8.1,,,,58.26011,-149.75376
840c58bffffffff,112,110.0,577.0,,,,5.0,4.0,6.0,,,,57.95817,-149.44117
840c58dffffffff,72,50.0,141.0,,,,7.699999999999999,5.1,10.3,,,,58.24448,-150.47824
840c5a1ffffffff,26,62.0,159.0,,,,7.4,4.8,9.2,,,,57.58124,-151.97344
840c5a3ffffffff,52,57.0,165.0,,,,6.5,5.4,8.3,,,,57.28716,-151.64144
840c5a5ffffffff,1,32.0,32.0,,,,6.4,6.4,6.4,,,,57.55204,-152.68616
840c5a7ffffffff,29,20.0,161.0,,,,6.5,4.3,8.7,,,,57.25949,-152.34592
840c5a9ffffffff,34,52.0,154.0,,,,7.4,5.0,9.4,,,,57.90299,-151.59299
840c5abffffffff,59,55.0,164.0,,,,7.2,3.7,9.0,,,,57.60636,-151.26183
840c5adffffffff,38,56.0,198.0,,,,6.3,4.6,8.1,,,,57.87636,-152.31307
840c5b1ffffffff,2,817.0,827.0,,,,3.45,3.3,3.6,,,,57.01642,-150.6217
840c5b5ffffffff,34,113.0,787.0,,,,4.4,3.4,6.5,,,,56.99416,-151.31683
840c5b9ffffffff,38,247.0,666.0,,,,4.4,3.7,5.3,,,,57.3305,-150.23623
840c5bdffffffff,37,83.0,712.0,,,,5.8,3.8,6.7,,,,57.31082,-150.93814
840c5c1ffffffff,38,167.0,241.0,,,,5.4,5.0,5.9,,,,58.88174,-149.66066
840c5c3ffffffff,39,113.0,201.0,,,,5.5,4.8,6.3,,,,58.57607,-149.34213
840c5c5ffffffff,68,108.0,202.0,,,,5.7,4.8,9.6,,,,58.86754,-150.40159
840c5c7ffffffff,51,68.0,199.0,,,,5.5,4.9,8.6,,,,58.56325,-150.07382
840c5c9ffffffff,117,128.0,226.0,,,,5.5,4.8,6.0,,,,59.19985,-149.23853
840c5cbffffffff,95,159.0,298.0,,,,5.2,4.2,5.7,,,,58.89166,-148.9217
840c5cdffffffff,65,121.0,219.0,,,,5.5,4.7,7.8,,,,59.18858,-149.98698
840c5d1ffffffff,62,139.0,701.0,,,,4.2,3.9,5.9,,,,58.27901,-148.31059
840c5d5ffffffff,95,110.0,384.0,,,,5.5,4.4,6.0,,,,58.27161,-149.03114
840c5d7ffffffff,17,115.0,924.0,,,,3.4,3.3,5.4,,,,57.96841,-148.72743
840c5ddffffffff,167,105.0,654.0,,,,5.0,4.0,5.9,,,,58.5847,-148.61248
840c5e1ffffffff,47,82.0,205.0,,,,5.4,4.4,7.0,,,,58.52493,-151.54236
840c5e3ffffffff,63,56.0,159.0,,,,6.55,3.2,9.1,,,,58.22468,-151.20436
840c5e5ffffffff,13,57.0,154.0,,,,6.800000000000001,5.9,8.1,,,,58.49937,-152.27874
840c5e7ffffffff,55,55.0,184.0,,,,7.050000000000001,5.5,9.1,,,,58.20068,-151.93188
840c5e9ffffffff,95,117.0,196.0,,,,5.4,4.7,6.0,,,,58.84905,-151.14426
840c5ebffffffff,45,64.0,207.0,,,,5.8,4.9,9.3,,,,58.54622,-150.8073
840c5edffffffff,46,114.0,195.0,,,,6.2,5.0,7.8,,,,58.82621,-151.88842
840c683ffffffff,6,49.0,166.0,,,,6.1,5.3,6.6,,,,59.689,-141.63759
840c685ffffffff,6,59.0,148.0,,,,6.85,6.6,7.1,,,,60.04361,-142.6078
840c687ffffffff,26,67.0,516.0,,,,6.0,4.2,6.7,,,,59.72163,-142.36961
840c691ffffffff,48,128.0,291.0,,,,5.75,4.8,7.4,,,,59.3313,-140.69801
840c693ffffffff,24,129.0,194.0,,,,6.1,5.4,8.0,,,,59.01193,-140.49117
840c695ffffffff,38,161.0,333.0,,,,5.1,4.4,7.1,,,,59.36823,-141.41546
840c697ffffffff,114,178.0,638.0,,,,4.8,4.1,6.3,,,,59.0492,-141.19891
840c699ffffffff,3,79.0,241.0,,,,6.35,6.0,6.7,,,,59.61209,-140.18756
840c69bffffffff,22,109.0,161.0,,,,6.3,5.7,6.7,,,,59.29063,-139.98529
840c69dffffffff,3,76.0,302.0,,,,5.5,5.1,6.1,,,,59.65246,-140.91018
840c6a1ffffffff,20,98.0,288.0,,,,6.4,5.0,7.3,,,,59.77493,-143.84667
840c6a3ffffffff,43,137.0,741.0,,,,4.2,3.8,6.3,,,,59.45585,-143.5944
840c6a5ffffffff,12,48.0,148.0,,,,6.7,6.1,8.3,,,,59.79546,-144.5913
840c6a7ffffffff,17,154.0,734.0,,,,4.7,3.7,6.0,,,,59.47713,-144.32893
840c6a9ffffffff,1,101.0,101.0,,,,5.3,5.3,5.3,,,,60.07166,-143.35453
840c6abffffffff,53,143.0,450.0,,,,5.5,4.3,6.1,,,,59.7503,-143.10604
840c6b9ffffffff,74,178.0,591.0,,,,5.6,4.1,8.5,,,,59.40133,-142.13747
840c6bbffffffff,19,207.0,356.0,,,,4.9,4.0,5.6,,,,59.08274,-141.91116
840c6bdffffffff,27,373.0,810.0,,,,4.0,3.7,4.2,,,,59.43056,-142.86385
840c801ffffffff,43,55.0,62.0,,,,0.5,-1.4,2.5,,,,60.17367,-172.88701
840c803ffffffff,54,62.0,81.0,,,,-0.3,-1.5,2.2,,,,59.93151,-172.2677
840c805ffffffff,60,71.0,97.0,,,,0.5,-1.4,2.3,,,,60.01961,-173.66393
840c807ffffffff,21,75.0,96.0,,,,-0.5,-1.6,3.0,,,,59.78137,-173.03976
840c809ffffffff,11,40.0,48.0,,,,2.9,0.0,4.2,,,,60.5674,-172.72991
840c80bffffffff,63,49.0,62.0,,,,-0.5,-1.6,2.5,,,,60.32304,-172.10346
840c80dffffffff,54,58.0,78.0,,,,1.0,-1.4,3.5,,,,60.41405,-173.51852
840c811ffffffff,11,62.0,66.0,,,,-1.45,-1.6,1.5,,,,59.82936,-170.88734
840c813ffffffff,25,55.0,69.0,,,,-0.4,-1.6,2.1,,,,59.5803,-170.29724
840c815ffffffff,40,70.0,86.0,,,,-0.7,-1.6,2.0,,,,59.68769,-171.66039
840c817ffffffff,13,73.0,75.0,,,,-1.3,-1.6,2.1,,,,59.44234,-171.06486
840c819ffffffff,10,60.0,65.0,,,,-0.7,-1.5,1.4,,,,60.21772,-170.7049
840c81bffffffff,21,52.0,57.0,,,,-0.35,-1.4,2.9,,,,59.96633,-170.10854
840c81dffffffff,17,67.0,71.0,,,,-1.2,-1.6,2.0,,,,60.07698,-171.48934
840c821ffffffff,22,113.0,124.0,,,,2.3,1.1,4.0,,,,59.4674,-174.56421
840c823ffffffff,8,108.0,121.0,,,,1.9,0.9,4.1,,,,59.23518,-173.94288
840c825ffffffff,5,132.0,136.0,,,,2.0,1.8,3.3,,,,59.30372,-175.31624
840c827ffffffff,27,124.0,135.0,,,,2.6500000000000004,1.2,3.6,,,,59.07542,-174.69087
840c829ffffffff,4,105.0,116.0,,,,2.4,0.4,3.9,,,,59.86093,-174.43403
840c82bffffffff,3,101.0,104.0,,,,0.4,0.3,1.5,,,,59.62664,-173.80533
840c82dffffffff,1,123.0,123.0,,,,1.4,1.4,1.4,,,,59.69771,-175.19711
840c831ffffffff,5,86.0,97.0,,,,0.3999999999999999,-1.1,2.6,,,,59.15272,-172.58291
840c833ffffffff,8,84.0,90.0,,,,-0.19999999999999998,-1.0,2.3,,,,58.91334,-171.98881
840c835ffffffff,13,105.0,123.0,,,,2.3499999999999996,0.9,3.7,,,,59.00119,-173.33295
840c837ffffffff,11,110.0,114.0,,,,2.6,0.8,3.3,,,,58.76554,-172.73423
840c839ffffffff,12,79.0,88.0,,,,-0.8,-1.4,2.4,,,,59.54139,-172.42746
840c83bffffffff,20,78.0,93.0,,,,0.3,-1.5,3.5,,,,59.2998,-171.82682
840c83dffffffff,7,93.0,104.0,,,,1.35,-1.3,3.7,,,,59.39053,-173.18835
840c841ffffffff,2,68.0,77.0,,,,-1.4,-1.6,-1.2,,,,61.20722,-173.21498
840c843ffffffff,10,64.0,70.0,,,,-1.2,-1.6,1.5,,,,60.96251,-172.56829
840c845ffffffff,6,82.0,85.0,,,,-0.95,-1.6,0.8,,,,61.05051,-174.02073
840c847ffffffff,23,62.0,77.0,,,,0.2,-1.4,2.8,,,,60.80994,-173.36893
840c849ffffffff,4,64.0,68.0,,,,-1.35,-1.4,-0.8,,,,61.60585,-173.05647
840c84bffffffff,1,63.0,63.0,,,,-1.4,-1.4,-1.4,,,,61.35896,-172.40195
840c84dffffffff,3,73.0,74.0,,,,-1.6,-1.6,-1.6,,,,61.44992,-173.87483
840c851ffffffff,4,53.0,59.0,,,,-1.35,-1.5,-0.5,,,,60.85959,-171.13263
840c853ffffffff,3,57.0,62.0,,,,0.5,0.0,1.0,,,,60.60738,-170.51733
840c855ffffffff,11,59.0,141.0,,,,-1.1,-1.6,1.8,,,,60.71594,-171.93454
840c857ffffffff,23,60.0,70.0,,,,-1.3,-1.6,2.1,,,,60.46763,-171.31349
840c859ffffffff,4,46.0,51.0,,,,-0.35000000000000003,-1.8,0.6,,,,61.25283,-170.94655
840c85bffffffff,5,46.0,49.0,,,,-0.6,-1.8,3.0,,,,60.99829,-170.32442
840c85dffffffff,8,59.0,61.0,,,,-1.45,-1.6,-1.0,,,,61.11016,-171.76076
840c861ffffffff,2,95.0,104.0,,,,-1.3,-1.3,-1.3,,,,60.49036,-174.94863
840c863ffffffff,3,88.0,90.0,,,,-1.2,-1.5,-0.9,,,,60.25598,-174.30016
840c865ffffffff,1,123.0,123.0,,,,3.5,3.5,3.5,,,,60.32353,-175.7273
840c867ffffffff,2,117.0,118.0,,,,1.5,1.5,1.5,,,,60.09327,-175.07463
840c869ffffffff,3,92.0,101.0,,,,-1.5,-1.6,-1.2,,,,60.88895,-174.81898
840c86bffffffff,8,84.0,87.0,,,,-1.15,-1.5,0.5,,,,60.65252,-174.16245
840c86dffffffff,1,107.0,107.0,,,,2.7,2.7,2.7,,,,60.7226,-175.60954
840c881ffffffff,22,64.0,71.0,,,,1.5,-1.4,3.5,,,,58.448,-168.79626
840c883ffffffff,24,62.0,70.0,,,,1.7,-0.8,4.8,,,,58.19672,-168.2564
840c885ffffffff,26,67.0,71.0,,,,0.8500000000000001,-1.4,3.1,,,,58.31962,-169.53683
840c887ffffffff,27,66.0,73.0,,,,0.9,-1.4,3.8,,,,58.07169,-168.99145
840c889ffffffff,65,42.0,55.0,,,,2.3,-1.2,4.7,,,,58.82562,-168.59598
840c88bffffffff,41,44.0,61.0,,,,2.75,0.6,4.4,,,,58.57194,-168.05115
840c88dffffffff,18,60.0,66.0,,,,1.6,-1.2,3.2,,,,58.6983,-169.34681
840c891ffffffff,17,62.0,66.0,,,,0.8,-1.0,2.8,,,,58.06203,-166.99354
840c893ffffffff,33,59.0,70.0,,,,1.6,-0.4,3.5,,,,57.806,-166.4803
840c895ffffffff,19,64.0,69.0,,,,1.5,0.3,3.7,,,,57.94459,-167.72703
840c897ffffffff,16,66.0,70.0,,,,1.0,-0.3,3.3,,,,57.69169,-167.20794
840c899ffffffff,54,44.0,49.0,,,,2.8,0.0,6.0,,,,58.4336,-166.7737
840c89bffffffff,10,38.0,60.0,,,,2.4,0.3,4.1,,,,58.17509,-166.25623
840c89dffffffff,62,49.0,69.0,,,,2.0,-0.8,4.7,,,,58.31738,-167.51708
840c8a1ffffffff,43,69.0,82.0,,,,2.3499999999999996,-0.5,4.1,,,,57.80865,-170.44792
840c8a3ffffffff,55,65.0,72.0,,,,1.9,-1.2,4.6,,,,57.56641,-169.90256
840c8a5ffffffff,7,83.0,97.0,,,,2.3,1.7,2.7,,,,57.67076,-171.16896
840c8a7ffffffff,10,72.0,80.0,,,,3.6,2.1,4.8,,,,57.4319,-170.61877
840c8a9ffffffff,47,71.0,79.0,,,,0.8,-1.6,3.3,,,,58.18687,-170.27267
840c8abffffffff,55,68.0,79.0,,,,1.25,-1.3,3.4,,,,57.94231,-169.72202
840c8adffffffff,5,84.0,87.0,,,,2.2,1.6,2.5,,,,58.04979,-171.00358
840c8b1ffffffff,37,68.0,77.0,,,,2.2,-1.0,4.0,,,,57.45023,-168.65163
840c8b3ffffffff,26,71.0,79.0,,,,2.5,-0.7,4.1,,,,57.2029,-168.13151
840c8b5ffffffff,72,60.0,75.0,,,,2.6,-0.4,4.3,,,,57.32317,-169.36731
840c8b7ffffffff,54,73.0,81.0,,,,2.6500000000000004,-0.9,4.1,,,,57.07903,-168.84198
840c8b9ffffffff,86,66.0,73.0,,,,1.0,-1.3,4.3,,,,57.82281,-168.4565
840c8bbffffffff,24,64.0,73.0,,,,1.4,-1.1,4.0,,,,57.57309,-167.93178
840c8bdffffffff,65,62.0,71.0,,,,1.5,-1.4,4.0,,,,57.69673,-169.18174
840c8c1ffffffff,29,48.0,53.0,,,,1.7,-1.3,3.4,,,,59.45962,-168.95154
840c8c3ffffffff,36,38.0,46.0,,,,2.5,-1.2,5.2,,,,59.20452,-168.39042
840c8c5ffffffff,18,58.0,64.0,,,,-0.75,-1.4,2.8,,,,59.32991,-169.71879
840c8c7ffffffff,27,51.0,60.0,,,,2.0,-1.3,3.2,,,,59.07831,-169.15178
840c8c9ffffffff,58,37.0,42.0,,,,2.45,-1.0,8.8,,,,59.84217,-168.74588
840c8cbffffffff,5,33.0,38.0,,,,0.6,-0.1,5.0,,,,59.58465,-168.17936
840c8cdffffffff,44,44.0,58.0,,,,1.5,-1.4,3.6,,,,59.71359,-169.52417
840c8d1ffffffff,40,37.0,41.0,,,,3.7,0.9,5.4,,,,59.06663,-167.08078
840c8d3ffffffff,60,31.0,44.0,,,,3.1,0.2,5.1,,,,58.80634,-166.54822
840c8d5ffffffff,40,38.0,45.0,,,,2.7,-0.2,4.8,,,,58.94841,-167.84056
840c8d7ffffffff,56,40.0,46.0,,,,3.2,0.7,7.4,,,,58.6914,-167.30174
840c8d9ffffffff,5,26.0,29.0,,,,4.3,4.0,5.8,,,,59.44302,-166.85401
840c8dbffffffff,1,31.0,31.0,,,,,,,,,,59.18023,-166.31688
840c8ddffffffff,28,29.0,42.0,,,,2.7,-0.8,4.7,,,,59.3261,-167.62441
840c8e1ffffffff,26,69.0,75.0,,,,1.0,-1.8,2.7,,,,58.81224,-170.65972
840c8e3ffffffff,14,66.0,75.0,,,,0.5,-1.2,2.4,,,,58.56651,-170.09285
840c8e5ffffffff,22,81.0,94.0,,,,0.6,-1.2,2.5,,,,58.67249,-171.40587
840c8e7ffffffff,4,81.0,84.0,,,,2.6,2.3,3.6,,,,58.4303,-170.83389
840c8e9ffffffff,28,66.0,73.0,,,,-0.5,-1.5,2.9,,,,59.19559,-170.4809
840c8ebffffffff,17,60.0,66.0,,,,0.2,-1.3,2.2,,,,58.94753,-169.90829
840c8edffffffff,17,75.0,79.0,,,,0.4,-1.5,2.0,,,,59.05671,-171.23764
840c901ffffffff,31,141.0,758.0,,,,3.3,2.1,4.0,,,,59.00113,-178.17611
840c903ffffffff,19,132.0,1012.0,,,,2.9,1.4,3.7,,,,58.78689,-177.52959
840c907ffffffff,10,633.0,1039.0,,,,3.0,2.9,3.5,,,,58.60631,-178.25267
840c909ffffffff,91,217.0,1089.0,,,,3.25,2.2,3.9,,,,59.39768,-178.09742
840c90bffffffff,34,132.0,259.0,,,,2.9,1.7,4.3,,,,59.18165,-177.44265
840c90dffffffff,3,215.0,725.0,,,,3.7,3.4,3.9,,,,59.21305,-178.83362
840c911ffffffff,14,134.0,143.0,,,,2.65,2.0,3.8,,,,58.74297,-176.16654
840c913ffffffff,41,132.0,660.0,,,,3.4,1.9,4.1,,,,58.52056,-175.54494
840c915ffffffff,41,132.0,990.0,,,,2.9,2.0,4.1,,,,58.57045,-176.89394
840c917ffffffff,8,457.0,811.0,,,,3.45,3.3,3.8,,,,58.35194,-176.26904
840c919ffffffff,13,132.0,139.0,,,,2.5,1.5,3.2,,,,59.13568,-176.06124
840c91bffffffff,8,132.0,137.0,,,,2.8,2.3,3.4,,,,58.91132,-175.43214
840c91dffffffff,22,134.0,139.0,,,,2.5,1.6,4.1,,,,58.96338,-176.79907
840c939ffffffff,10,1005.0,1184.0,,,,2.6,2.5,2.9,,,,58.39384,-177.61419
840c941ffffffff,21,235.0,458.0,,,,3.2,2.2,3.9,,,,60.01128,-178.69136
840c943ffffffff,7,141.0,206.0,,,,2.25,1.9,3.4,,,,59.79591,-178.01651
840c947ffffffff,26,212.0,924.0,,,,3.1,2.2,3.7,,,,59.61131,-178.76349
840c949ffffffff,38,179.0,473.0,,,,2.7,2.0,3.7,,,,60.4129,-178.61714
840c94bffffffff,33,139.0,147.0,,,,1.8,0.2,3.2,,,,60.19581,-177.93328
840c94dffffffff,76,525.0,1556.0,,,,3.0,2.1,3.7,,,,60.22406,-179.37796
840c951ffffffff,1,135.0,135.0,,,,2.3,2.3,2.3,,,,59.75424,-176.60135
840c953ffffffff,2,137.0,137.0,,,,2.65,2.5,2.8,,,,59.53003,-175.95302
840c955ffffffff,13,146.0,273.0,,,,3.0,1.3,3.5,,,,59.5781,-177.35329
840c957ffffffff,9,136.0,154.0,,,,2.5,0.9,3.4,,,,59.35799,-176.70158
840c959ffffffff,3,141.0,146.0,,,,1.5,1.4,2.0,,,,60.15211,-176.49828
840c95bffffffff,1,130.0,130.0,,,,1.4,1.4,1.4,,,,59.92599,-175.84175
840c95dffffffff,4,136.0,138.0,,,,2.3,0.9,2.5,,,,59.97621,-177.26139
