h3,counts,min_depth,max_depth,salinity,min_salinity,max_salinity,temperature,min_temperature,max_temperature,oxygen,min_oxygen,max_oxygen,latitude,longitude
8416417ffffffff,3,413.0,1397.0,,,,,,,,,,54.33722,179.01674
841641dffffffff,1,410.0,410.0,,,,,,,,,,54.92168,178.33087
8416439ffffffff,1,154.0,154.0,,,,,,,,,,54.32257,177.78861
84164a1ffffffff,113,96.0,855.0,,,,3.9,3.1,4.6,,,,52.74754,-179.62642
84164a5ffffffff,247,87.0,790.0,,,,3.8,3.1,4.7,,,,52.54598,179.7978
84164a7ffffffff,295,87.0,444.0,,,,4.1,3.6,5.8,,,,52.34515,-179.59436
84164a9ffffffff,5,777.0,784.0,,,,3.3,3.2,3.3,,,,53.14818,-179.65893
84164b1ffffffff,1,402.0,402.0,,,,,,,,,,52.53073,-177.84283
84164b7ffffffff,13,104.0,1481.0,,,,,,,,,,52.12841,-177.82343
84164cbffffffff,1,3851.0,3851.0,,,,,,,,,,54.72217,-178.5661
84164e1ffffffff,6,318.0,485.0,,,,3.6,3.6,3.6,,,,53.74595,179.68668
84164e9ffffffff,20,141.0,425.0,,,,3.8,2.8,3.8,,,,54.14235,179.64857
8416505ffffffff,242,86.0,228.0,,,,4.0,3.2,5.9,,,,53.10716,172.46674
8416507ffffffff,178,32.0,468.0,,,,4.1,3.5,5.8,,,,52.94421,173.11454
8416529ffffffff,194,125.0,574.0,,,,3.8,3.6,4.1,,,,52.86703,171.90804
841652bffffffff,479,66.0,524.0,,,,3.9,3.3,4.6,,,,52.70672,172.5551
8416531ffffffff,161,30.0,389.0,,,,3.7,3.0,7.3,,,,52.37508,173.83694
8416533ffffffff,17,187.0,1913.0,,,,3.8499999999999996,3.8,3.9,,,,52.20386,174.47148
8416535ffffffff,22,155.0,271.0,,,,4.0,3.4,4.7,,,,52.13939,173.28051
8416537ffffffff,26,203.0,415.0,,,,4.0,3.9,4.1,,,,51.97076,173.91466
8416539ffffffff,101,39.0,121.0,,,,4.2,3.5,6.7,,,,52.77759,173.75812
841653bffffffff,356,26.0,366.0,,,,3.9,3.0,5.4,,,,52.60734,174.39738
841653dffffffff,262,57.0,213.0,,,,4.0,3.1,5.3,,,,52.54271,173.19811
8416563ffffffff,107,299.0,465.0,,,,3.6,3.5,3.8,,,,53.26637,171.81486
8416565ffffffff,320,92.0,485.0,,,,3.8,2.5,5.2,,,,53.17639,170.60229
8416567ffffffff,103,99.0,455.0,,,,3.9,3.1,4.3,,,,53.02361,171.25706
8416581ffffffff,461,21.0,322.0,,,,4.3,3.6,5.3,,,,52.10969,177.47287
8416583ffffffff,723,53.0,488.0,,,,4.1,3.5,5.5,,,,51.91966,178.08841
8416585ffffffff,482,25.0,484.0,,,,4.2,3.6,5.2,,,,51.89126,176.90888
8416587ffffffff,547,32.0,466.0,,,,4.4,3.6,5.1,,,,51.70377,177.52488
841658dffffffff,9,85.0,85.0,,,,3.8,3.8,3.8,,,,52.29642,176.85235
8416591ffffffff,147,63.0,594.0,,,,4.0,3.5,5.2,,,,51.93623,179.26486
8416593ffffffff,79,21.0,1309.0,,,,4.6,3.8,5.5,,,,51.73729,179.86931
8416595ffffffff,231,50.0,415.0,,,,3.9,3.6,4.6,,,,51.7264,178.69888
8416597ffffffff,91,21.0,594.0,,,,4.0,3.3,6.0,,,,51.52996,179.30421
8416599ffffffff,10,375.0,490.0,,,,3.6,3.6,3.6,,,,52.3408,179.22495
841659bffffffff,446,40.0,362.0,,,,4.4,3.6,6.1,,,,52.14249,179.83381
841659dffffffff,18,372.0,390.0,,,,4.0,3.7,4.0,,,,52.13201,178.65513
84165a9ffffffff,12,232.0,232.0,,,,3.7,3.7,3.7,,,,51.66932,176.3483
84165adffffffff,29,181.0,373.0,,,,4.4,4.0,4.7,,,,51.44392,175.7912
84165b5ffffffff,1,127.0,127.0,,,,,,,,,,50.88687,177.62677
84165b9ffffffff,285,102.0,653.0,,,,4.0,3.1,5.1,,,,51.51303,178.13596
84165bbffffffff,549,85.0,491.0,,,,4.2,3.3,6.2,,,,51.31909,178.74203
84165d3ffffffff,4,145.0,160.0,,,,,,,,,,52.74364,179.18449
84165e1ffffffff,627,32.0,622.0,,,,4.2,3.6,5.2,,,,52.2562,175.66244
84165e3ffffffff,814,54.0,475.0,,,,4.4,3.6,5.7,,,,52.07542,176.28803
84165e5ffffffff,512,146.0,538.0,,,,4.0,3.6,4.8,,,,52.02913,175.10163
84165e7ffffffff,449,66.0,509.0,,,,4.6,3.6,7.0,,,,51.85093,175.72726
84165e9ffffffff,1,254.0,254.0,,,,,,,,,,52.6597,175.5967
84165ebffffffff,351,45.0,283.0,,,,4.3,3.6,5.5,,,,52.47977,176.22693
84165edffffffff,162,142.0,470.0,,,,4.1,3.6,4.8,,,,52.43352,175.03218
8416925ffffffff,1,5060.0,5060.0,,,,,,,,,,44.84611,153.82557
8416a11ffffffff,1,30.0,30.0,,,,,,,,,,51.31381,158.35676
8416da3ffffffff,387,1838.0,2270.0,34.6,34.6,34.7,1.9,1.8,2.0,2.7,2.4,3.4,44.68,170.27161
8416e5bffffffff,70,184.0,598.0,,,,3.8,3.6,4.3,,,,52.77748,170.7038
8416ed9ffffffff,1,443.0,443.0,,,,,,,,,,51.79861,174.54457
8418033ffffffff,1,910.0,910.0,,,,,,,,,,51.29233,-11.7133
8418035ffffffff,2,1496.0,1496.0,,,,,,,,,,51.70093,-12.68143
841803dffffffff,2,981.0,981.0,,,,,,,,,,52.02861,-12.32493
84180b3ffffffff,13,580.0,1832.0,,,,,,,,,,48.66682,-9.70012
84180b7ffffffff,17,955.0,1616.0,,,,,,,,,,48.71557,-10.32405
84180e7ffffffff,1,1239.0,1239.0,,,,,,,,,,50.54953,-11.11832
8418183ffffffff,1,3347.0,3347.0,,,,,,,,,,49.99449,-13.76132
8418187ffffffff,2,3859.0,3859.0,,,,,,,,,,50.02271,-14.41336
841818bffffffff,2,2506.0,2879.0,,,,,,,,,,50.33309,-13.41907
84181a1ffffffff,2,4431.0,4431.0,,,,,,,,,,50.06829,-15.72386
84181ddffffffff,2,2108.0,2191.0,,,,,,,,,,51.0025,-12.72468
8418229ffffffff,2,1500.0,1800.0,,,,,,,,,,54.96744,-10.3446
8418423ffffffff,4,952.0,1336.0,,,,,,,,,,46.37479,-4.84486
841843dffffffff,3,155.0,205.0,,,,,,,,,,46.30228,-4.26929
8418481ffffffff,2,200.0,320.0,,,,,,,,,,44.19374,-2.09284
8418487ffffffff,3,1020.0,1030.0,,,,,,,,,,43.87995,-2.43472
84184a3ffffffff,4,269.0,1635.0,,,,,,,,,,43.63803,-3.31883
84184a5ffffffff,2,2170.0,2170.0,,,,,,,,,,44.10228,-4.08058
84184a7ffffffff,1,1143.0,1143.0,,,,,,,,,,43.71001,-3.86685
84184abffffffff,1,1300.0,1300.0,,,,,,,,,,43.95636,-2.9796
84184e9ffffffff,1,133.0,133.0,,,,,,,,,,45.36872,-2.7066
8418505ffffffff,13,1970.0,2350.0,,,,,,,,,,47.46725,-8.28781
8418507ffffffff,1,190.0,190.0,,,,,,,,,,47.08256,-8.03099
8418509ffffffff,5,450.0,1175.0,,,,,,,,,,47.73446,-7.33593
841850dffffffff,15,345.0,1236.0,,,,,,,,,,47.79418,-7.94032
8418529ffffffff,6,2171.0,2350.0,,,,,,,,,,47.52174,-8.89411
8418547ffffffff,2,184.0,390.0,,,,,,,,,,48.11855,-7.59006
8418557ffffffff,1,575.0,575.0,,,,,,,,,,47.28606,-6.48915
8418563ffffffff,2,805.0,1635.0,,,,,,,,,,47.85091,-8.5481
8418565ffffffff,4,865.0,950.0,,,,,,,,,,48.2863,-9.42783
841856bffffffff,1,650.0,650.0,,,,,,,,,,48.17753,-8.1993
8418591ffffffff,4,183.0,553.0,,,,,,,,,,43.84691,-4.97368
8418595ffffffff,8,725.0,928.0,,,,,,,,,,43.91173,-5.53236
8418599ffffffff,7,545.0,805.0,,,,,,,,,,44.17169,-4.63655
841859dffffffff,2,401.0,401.0,,,,,,,,,,44.23867,-5.19609
84185b9ffffffff,4,1005.0,1080.0,,,,,,,,,,43.97406,-6.09443
8418ad5ffffffff,4,4632.0,4632.0,,,,,,,,,,50.82062,-17.71803
8418c89ffffffff,1,1118.0,1118.0,,,,,,,,,,42.97068,-11.97649
8418c8bffffffff,1,1400.0,1400.0,,,,,,,,,,42.58341,-11.71051
8418e4bffffffff,11,727.0,2000.0,,,,,,,,,,48.76108,-10.951
8418e59ffffffff,2,330.0,330.0,,,,,,,,,,48.336,-10.0469
8418e5dffffffff,7,1741.0,2023.0,,,,,,,,,,48.3825,-10.66901
8418e91ffffffff,16,475.0,728.0,,,,,,,,,,44.24671,-8.95308
8418e9bffffffff,4,470.0,516.0,,,,,,,,,,44.19754,-8.37521
84191b9ffffffff,1,2466.0,2466.0,,,,,,,,,,56.69304,-11.23252
841a061ffffffff,1,1628.0,1628.0,,,,,,,,,,50.533,-46.14089
841a195ffffffff,22,133.0,157.0,,,,,,,,,,46.80112,-44.7431
841a1e5ffffffff,2,293.0,293.0,,,,,,,,,,47.56624,-47.60998
841a805ffffffff,2,121.0,121.0,,,,,,,,,,44.87037,-53.77305
841a811ffffffff,1,274.0,274.0,,,,,,,,,,44.81038,-51.79434
841a82bffffffff,1,517.0,517.0,,,,,,,,,,44.47284,-53.82651
841a831ffffffff,6,575.0,1260.0,,,,,,,,,,44.05443,-52.90346
841a83dffffffff,8,365.0,2167.0,,,,,,,,,,44.26405,-53.36221
841a845ffffffff,1,108.0,108.0,,,,,,,,,,45.88293,-54.14506
841a863ffffffff,2,338.0,365.0,,,,,,,,,,45.07985,-54.24685
841a865ffffffff,7,132.0,132.0,,,,,,,,,,45.09353,-55.25302
841a86dffffffff,10,123.0,124.0,,,,,,,,,,45.49574,-55.21167
841a885ffffffff,2,92.0,93.0,,,,,,,,,,43.27422,-50.69525
841a88bffffffff,1,69.0,69.0,,,,,,,,,,43.58385,-49.67803
841a8a5ffffffff,2,2717.0,2717.0,,,,,,,,,,42.54873,-51.77896
841a8a7ffffffff,2,548.0,2592.0,,,,,,,,,,42.29656,-51.37334
841a8abffffffff,17,117.0,886.0,,,,,,,,,,42.86369,-50.78767
841a8c5ffffffff,1,1657.0,1657.0,,,,,,,,,,44.34519,-50.92344
841a8d7ffffffff,4,109.0,2115.0,,,,,,,,,,43.73617,-49.16242
841a8e5ffffffff,6,275.0,549.0,,,,,,,,,,43.61562,-52.01921
841a8e7ffffffff,2,366.0,366.0,,,,,,,,,,43.36769,-51.60735
841a941ffffffff,19,88.0,402.0,,,,,,,,,,44.69123,-57.30324
841a943ffffffff,15,350.0,583.0,,,,,,,,,,44.49438,-56.81244
841a945ffffffff,3,34.0,366.0,,,,,,,,,,44.48413,-57.81715
841a947ffffffff,9,243.0,2139.0,,,,,,,,,,44.28993,-57.32525
841a94bffffffff,13,395.0,410.0,,,,,,,,,,44.89599,-56.78569
841a955ffffffff,1,410.0,410.0,,,,,,,,,,44.29633,-56.3271
841a959ffffffff,2,137.0,229.0,,,,,,,,,,44.89623,-55.77628
841a95dffffffff,10,378.0,1156.0,,,,,,,,,,44.6965,-56.2961
841a961ffffffff,3,292.0,753.0,,,,,,,,,,43.87425,-58.3401
841a965ffffffff,8,457.0,612.0,,,,,,,,,,43.66313,-58.84205
841a969ffffffff,23,85.0,549.0,,,,,,,,,,44.27476,-58.32738
841a96bffffffff,17,320.0,1194.0,,,,,,,,,,44.0832,-57.83449
841a96dffffffff,247,75.0,1341.0,34.9,34.9,34.9,4.0,3.9,4.2,8.5,8.4,8.9,44.06317,-58.83389
841a9c3ffffffff,2,329.0,329.0,,,,,,,,,,43.08637,-53.52813
841a9cdffffffff,1,320.0,320.0,,,,,,,,,,43.49337,-54.43977
841aa03ffffffff,1,157.0,157.0,,,,,,,,,,47.65873,-52.31252
841aa37ffffffff,1,161.0,161.0,,,,,,,,,,46.44377,-52.52046
841ab23ffffffff,10,422.0,422.0,,,,,,,,,,45.49891,-57.25799
841ab25ffffffff,5,91.0,98.0,,,,,,,,,,45.48668,-58.28783
841ab33ffffffff,2,77.0,77.0,,,,,,,,,,45.2983,-55.73985
841ab37ffffffff,17,359.0,368.0,,,,,,,,,,45.09836,-56.26454
841ab3bffffffff,1,504.0,504.0,,,,,,,,,,45.702,-55.70275
841ad17ffffffff,2,4400.0,4400.0,,,,,,,,,,40.73888,-46.14998
841b065ffffffff,2,3412.0,3413.0,,,,,,,,,,58.04936,-48.61251
841b105ffffffff,1,3493.0,3493.0,,,,,,,,,,56.52954,-51.75553
841b351ffffffff,1,331.0,331.0,,,,,,,,,,60.45212,-48.51953
841b649ffffffff,4,1700.0,1715.0,,,,,,,,,,58.49517,-31.75471
841c895ffffffff,1,4882.0,4882.0,,,,,,,,,,44.91198,-147.39958
841d007ffffffff,3,1700.0,1714.0,,,,,,,,,,55.05402,-139.72275
841d023ffffffff,21,2634.0,2850.0,,,,,,,,,,54.99386,-140.7077
841d029ffffffff,3,1079.0,1079.0,,,,,,,,,,55.55807,-140.44825
841d02bffffffff,728,711.0,1702.0,,,,,,,,,,55.20237,-140.29325
841d03dffffffff,76,1049.0,2700.0,,,,,,,,,,54.84755,-140.14145
841d143ffffffff,96,1052.0,2787.0,,,,,,,,,,56.40671,-142.68002
841d155ffffffff,185,711.0,1188.0,,,,,,,,,,56.10717,-142.47071
841d163ffffffff,1,605.0,605.0,,,,,,,,,,56.15772,-144.41412
841d201ffffffff,31,192.0,514.0,,,,5.85,4.2,8.0,,,,56.70051,-136.09671
841d203ffffffff,17,581.0,879.0,,,,,,,,,,56.32816,-135.98106
841d205ffffffff,1,580.0,580.0,,,,4.2,4.2,4.2,,,,56.8671,-136.70097
841d209ffffffff,12,52.0,185.0,,,,6.25,5.6,10.0,,,,56.90472,-135.60664
841d20bffffffff,108,92.0,236.0,,,,5.8,5.1,7.5,,,,56.53037,-135.49553
841d20dffffffff,130,150.0,846.0,,,,4.0,3.7,6.2,,,,57.07383,-136.21501
841d211ffffffff,124,181.0,845.0,,,,4.65,3.7,8.5,,,,55.78471,-135.28071
841d213ffffffff,102,227.0,672.0,,,,4.3,3.8,5.7,,,,55.41346,-135.17683
841d219ffffffff,137,83.0,476.0,,,,5.1,3.9,8.1,,,,55.98242,-134.79591
841d21bffffffff,367,148.0,546.0,,,,5.5,4.3,7.0,,,,55.60921,-134.69653
841d21dffffffff,8877,53.0,779.0,33.1,32.5,33.7,5.4,3.8,6.8,,,,56.15703,-135.38692
841d247ffffffff,1,27.0,27.0,,,,8.8,8.8,8.8,,,,57.28003,-135.72032
841d24dffffffff,1,154.0,154.0,,,,4.1,4.1,4.1,,,,57.86385,-135.32818
841d253ffffffff,3,123.0,485.0,,,,7.6,4.6,7.6,,,,56.17951,-134.30284
841d257ffffffff,21,18.0,190.0,,,,5.4,4.9,6.7,,,,56.3567,-134.89754
841d261ffffffff,116,429.0,814.0,,,,3.8,3.5,4.1,,,,57.61246,-136.95498
841d265ffffffff,110,174.0,746.0,,,,3.9,3.7,6.2,,,,57.77314,-137.57694
841d269ffffffff,7,81.0,137.0,,,,6.6,6.4,7.5,,,,57.82323,-136.45995
841d26bffffffff,54,135.0,578.0,,,,5.1,3.5,8.5,,,,57.44808,-136.33606
841d26dffffffff,15,175.0,434.0,,,,5.1,4.4,5.9,,,,57.98644,-137.08645
841d2a7ffffffff,38,1285.0,2485.0,,,,,,,,,,54.06802,-137.34051
841d2adffffffff,1241,713.0,4718.0,,,,,,,,,,54.6259,-137.01987
841d2c1ffffffff,133,207.0,1188.0,,,,4.3,4.1,8.1,,,,54.86611,-134.50423
841d2c7ffffffff,1,210.0,210.0,,,,5.7,5.7,5.7,,,,54.67426,-134.97577
841d2c9ffffffff,40,108.0,210.0,,,,5.9,5.1,8.5,,,,55.05739,-134.02496
841d2cbffffffff,166,146.0,649.0,,,,5.4,4.0,6.4,,,,54.68563,-133.93634
841d2cdffffffff,101,183.0,1307.0,,,,4.3,3.1,6.4,,,,55.23709,-134.59933
841d2d1ffffffff,2,1159.0,1184.0,,,,,,,,,,53.94571,-133.76474
841d2d3ffffffff,2,1908.0,1908.0,,,,,,,,,,53.5776,-133.68164
841d2d5ffffffff,9,1499.0,1965.0,,,,,,,,,,54.12763,-134.3201
841d2d9ffffffff,3,108.0,402.0,,,,5.1,5.0,7.1,,,,54.13065,-133.29118
841d2dbffffffff,4,71.0,1172.0,,,,8.3,8.3,8.3,,,,53.76064,-133.21245
841d2ddffffffff,10,209.0,427.0,,,,5.4,5.2,7.5,,,,54.31506,-133.84962
841d2edffffffff,3,2869.0,2869.0,,,,,,,,,,55.38775,-136.22606
841d341ffffffff,159,164.0,729.0,,,,5.0,3.9,6.0,,,,58.6016,-139.62206
841d343ffffffff,8,182.0,236.0,,,,5.5,5.2,6.0,,,,58.23287,-139.45987
841d345ffffffff,75,177.0,360.0,,,,5.6,4.7,7.4,,,,58.69436,-140.28948
841d347ffffffff,1,228.0,228.0,,,,5.4,5.4,5.4,,,,58.37862,-140.09275
841d349ffffffff,15,109.0,241.0,,,,6.0,4.9,7.0,,,,58.82434,-139.14212
841d34bffffffff,5,91.0,152.0,,,,6.5,5.8,6.6,,,,58.4535,-138.98399
841d34dffffffff,23,115.0,177.0,,,,6.1,5.5,6.6,,,,58.971,-139.78811
841d359ffffffff,13,164.0,234.0,,,,5.699999999999999,5.3,6.3,,,,57.93012,-138.20183
841d35dffffffff,965,134.0,744.0,,,,5.9,3.5,6.2,,,,58.08336,-138.82952
841d369ffffffff,121,187.0,915.0,,,,4.3,3.9,8.0,,,,58.73194,-140.98775
841d649ffffffff,6,373.0,503.0,,,,5.0,4.8,5.0,,,,51.10945,-129.8035
841d64dffffffff,5,822.0,1602.0,34.3,34.3,34.3,3.8,3.8,3.8,0.5,0.5,0.5,51.31379,-130.31395
841d6a9ffffffff,640,614.0,1722.0,,,,,,,,,,48.16014,-132.74359
841d841ffffffff,223,273.0,2052.0,34.1,34.1,34.1,3.8,3.8,3.8,0.6,0.6,0.6,54.65716,-150.23539
841d853ffffffff,354,760.0,2847.0,,,,,,,,,,53.83884,-148.79168
841d85bffffffff,330,654.0,1404.0,,,,,,,,,,54.13123,-148.432
841da51ffffffff,49,2710.0,3435.0,,,,,,,,,,56.17776,-146.38386
841da5dffffffff,236,713.0,2811.0,,,,5.2,5.2,5.2,,,,56.4736,-146.6406
841db13ffffffff,256,1419.0,3037.0,,,,,,,,,,54.91371,-151.16851
841db29ffffffff,11,398.0,735.0,,,,3.8,3.4,3.9,,,,55.65297,-154.0962
841db2dffffffff,43,357.0,984.0,,,,3.9,3.0,4.3,,,,55.60977,-154.7667
841db31ffffffff,63,2661.0,3222.0,,,,,,,,,,54.81941,-153.11329
841db41ffffffff,72,47.0,297.0,,,,5.55,3.7,7.0,,,,56.64882,-152.37737
841db43ffffffff,51,84.0,547.0,,,,4.2,3.8,5.5,,,,56.36087,-152.05132
841db45ffffffff,51,62.0,146.0,,,,5.95,3.5,7.5,,,,56.61625,-153.06784
841db47ffffffff,140,44.0,358.0,,,,5.5,4.3,7.4,,,,56.32981,-152.73411
841db49ffffffff,84,70.0,102.0,,,,6.2,3.4,7.5,,,,56.96796,-152.01321
841db4bffffffff,66,56.0,992.0,,,,5.7,3.1,7.1,,,,56.67749,-151.68782
841db4dffffffff,29,70.0,166.0,,,,6.0,4.7,7.8,,,,56.9378,-152.71065
841db61ffffffff,49,67.0,254.0,,,,5.75,4.7,6.2,,,,56.25608,-154.10191
841db63ffffffff,241,62.0,867.0,,,,4.2,0.0,6.4,,,,55.97377,-153.76042
841db65ffffffff,44,27.0,153.0,,,,5.4,4.7,8.0,,,,56.2134,-154.78653
841db67ffffffff,112,91.0,568.0,,,,4.6,3.8,6.6,,,,55.93274,-154.43773
841db69ffffffff,29,28.0,163.0,,,,5.9,3.9,10.0,,,,56.57975,-153.75904
841db6bffffffff,57,48.0,553.0,,,,5.15,4.1,8.2,,,,56.29488,-153.4177
841db6dffffffff,3,13.0,25.0,,,,8.6,6.3,10.1,,,,56.5393,-154.45077
841e125ffffffff,1,23.0,23.0,,,,,,,,,,45.60189,13.86672
841e835ffffffff,1,140.0,140.0,,,,,,,,,,40.83711,13.3713
841e837ffffffff,1,219.0,219.0,,,,,,,,,,40.72799,13.91171
841e90dffffffff,2,142.0,162.0,,,,,,,,,,40.01415,9.6351
841eb01ffffffff,1,119.0,119.0,,,,,,,,,,42.70265,9.14612
841eb05ffffffff,1,70.0,70.0,,,,,,,,,,42.39371,8.75229
841eb0bffffffff,1,383.0,383.0,,,,,,,,,,43.01012,9.54372
841eb0dffffffff,2,155.0,172.0,,,,,,,,,,42.7841,8.60085
841eb57ffffffff,1,733.0,733.0,,,,,,,,,,43.31605,9.94512
841eda9ffffffff,1,62.0,62.0,,,,,,,,,,38.71978,23.4262
841ede7ffffffff,1,60.0,60.0,,,,,,,,,,38.87666,22.90143
8422585ffffffff,1,375.0,375.0,,,,,,,,,,50.91156,-177.76681
8422593ffffffff,200,95.0,645.0,,,,4.4,3.7,5.3,,,,51.12204,179.34302
8422595ffffffff,35,176.0,1386.0,,,,,,,,,,51.12787,-179.50082
8422597ffffffff,6,40.0,420.0,,,,,,,,,,51.33043,179.90433
84225a1ffffffff,1545,73.0,2850.0,,,,4.5,4.0,5.2,,,,51.51169,-177.21892
84225a3ffffffff,1349,38.0,570.0,,,,4.4,3.7,6.5,,,,51.72443,-177.80429
84225a5ffffffff,391,18.0,549.0,,,,4.3,4.0,4.9,,,,51.70099,-176.65018
84225a7ffffffff,87,18.0,1156.0,33.2,33.2,33.2,4.3,3.8,5.3,6.6,6.4,6.8,51.91612,-177.2339
84225abffffffff,4471,450.0,2514.0,,,,,,,,,,51.3188,-177.78542
84225adffffffff,1,704.0,704.0,,,,,,,,,,51.29615,-176.63928
84225b1ffffffff,998,78.0,697.0,,,,3.9,3.5,4.8,,,,51.73659,-178.96477
84225b3ffffffff,65,27.0,408.0,,,,3.8499999999999996,3.6,4.6,,,,51.94106,-179.56274
84225b5ffffffff,2451,84.0,2311.0,,,,4.1,3.7,5.0,,,,51.93431,-178.39535
84225b9ffffffff,97,43.0,809.0,,,,4.6,3.1,5.4,,,,51.33028,-178.93785
84225bbffffffff,5435,92.0,1011.0,,,,,,,,,,51.53529,-179.53157
84225bdffffffff,2044,34.0,591.0,,,,4.0,2.9,5.5,,,,51.52914,-178.37231
84228a5ffffffff,22,2766.0,4685.0,,,,,,,,,,52.96669,-160.95256
84228a7ffffffff,14,4097.0,4784.0,,,,,,,,,,53.23781,-161.42128
84228b3ffffffff,4,3274.0,3580.0,,,,,,,,,,53.56039,-163.52506
84229a7ffffffff,1,5740.0,5740.0,,,,,,,,,,53.8683,-157.50647
84229b3ffffffff,59,138.0,1143.0,,,,4.7,3.8,6.2,,,,54.25646,-159.5301
84229b7ffffffff,10,302.0,381.0,,,,4.3,4.2,4.5,,,,54.34274,-158.96355
84229bbffffffff,1,3608.0,3608.0,,,,,,,,,,53.89268,-159.63381
8422c01ffffffff,821,160.0,442.0,,,,3.9,3.6,4.5,,,,53.15341,-170.30909
8422c03ffffffff,1,239.0,239.0,,,,,,,,,,53.39384,-170.86218
8422c05ffffffff,266,221.0,438.0,,,,3.8,3.6,4.3,,,,53.30041,-169.72587
8422c09ffffffff,471,84.0,382.0,,,,3.9,3.5,5.3,,,,52.76216,-170.34195
8422c0bffffffff,22,216.0,1333.0,,,,3.5,3.5,3.5,,,,53.00276,-170.8914
8422c0dffffffff,519,39.0,393.0,,,,4.3,3.5,5.9,,,,52.9107,-169.76278
8422c19ffffffff,10,209.0,1861.0,,,,3.6,3.5,3.6,,,,53.08458,-172.03176
8422c1dffffffff,1,2226.0,2226.0,,,,,,,,,,53.24105,-171.44755
8422c21ffffffff,1,102.0,102.0,,,,,,,,,,53.83021,-169.10034
8422c23ffffffff,4,1731.0,1731.0,,,,,,,,,,54.07471,-169.6505
8422c29ffffffff,40,632.0,780.0,,,,3.2,2.9,3.8,,,,53.44377,-169.14187
8422c2dffffffff,45,86.0,335.0,,,,4.75,4.0,5.8,,,,53.58349,-168.55719
8422c39ffffffff,1,1889.0,1889.0,,,,,,,,,,53.78322,-170.83254
8422c43ffffffff,1011,182.0,592.0,,,,4.2,3.1,4.9,,,,52.36925,-170.37436
8422c47ffffffff,433,79.0,542.0,,,,4.2,3.7,5.7,,,,52.51932,-169.79918
8422c51ffffffff,346,87.0,468.0,,,,4.1,3.6,5.6,,,,52.45422,-171.49747
8422c53ffffffff,252,221.0,422.0,,,,3.6,3.4,4.4,,,,52.69053,-172.05282
8422c55ffffffff,459,62.0,495.0,,,,4.3,3.5,5.7,,,,52.61,-170.92022
8422c57ffffffff,746,144.0,349.0,,,,4.1,3.9,5.1,,,,52.84847,-171.47268
8422c59ffffffff,125,142.0,518.0,34.0,34.0,34.0,3.9,3.4,5.2,1.3,1.3,1.3,52.05833,-171.52191
8422c5bffffffff,358,74.0,658.0,,,,4.0,3.5,4.8,,,,52.29482,-172.07358
8422c5dffffffff,349,152.0,486.0,33.5,33.5,33.5,4.3,3.9,4.9,4.5,4.5,4.5,52.21559,-170.94864
8422c61ffffffff,97,50.0,137.0,,,,4.7,3.3,5.6,,,,52.80869,-168.64659
8422c63ffffffff,270,37.0,683.0,,,,3.8,3.3,5.4,,,,53.05562,-169.18283
8422c65ffffffff,412,71.0,530.0,,,,4.7,3.5,5.5,,,,52.94801,-168.06941
8422c67ffffffff,95,32.0,288.0,,,,4.7,3.7,6.1,,,,53.19693,-168.6022
8422c6bffffffff,788,78.0,569.0,,,,4.3,3.5,5.7,,,,52.6658,-169.22322
8422d01ffffffff,187,49.0,367.0,,,,4.3,3.3,6.6,,,,54.10628,-166.21421
8422d03ffffffff,83,451.0,853.0,,,,3.5,3.0,4.0,,,,54.36092,-166.74242
8422d05ffffffff,224,54.0,283.0,,,,4.4,3.1,7.6,,,,54.22802,-165.62801
8422d07ffffffff,73,298.0,1048.0,,,,3.6,2.6,4.0,,,,54.48455,-166.15219
8422d09ffffffff,136,38.0,298.0,,,,5.05,3.4,7.3,,,,53.72629,-166.27538
8422d0bffffffff,68,50.0,742.0,,,,4.5,3.7,5.4,,,,53.98098,-166.80035
8422d0dffffffff,127,66.0,144.0,,,,4.2,3.3,8.4,,,,53.84971,-165.6932
8422d11ffffffff,11,795.0,1035.0,,,,3.05,2.8,3.3,,,,54.48434,-167.87178
8422d15ffffffff,109,420.0,692.0,,,,3.6,3.1,4.0,,,,54.61355,-167.27787
8422d17ffffffff,34,452.0,1061.0,,,,3.6,2.6,3.8,,,,54.86408,-167.82063
8422d19ffffffff,1,1508.0,1508.0,,,,2.1,2.1,2.1,,,,54.10284,-167.92222
8422d1dffffffff,13,670.0,1804.0,,,,3.3,3.0,3.4,,,,54.23369,-167.33247
8422d21ffffffff,23,71.0,168.0,,,,4.9,2.6,7.0,,,,54.72105,-164.97172
8422d23ffffffff,30,108.0,159.0,,,,3.6,2.6,6.5,,,,54.9794,-165.4949
8422d25ffffffff,11,51.0,63.0,,,,4.6,3.2,7.2,,,,54.83395,-164.38172
8422d27ffffffff,42,62.0,155.0,,,,3.8,2.4,8.9,,,,55.09414,-164.90059
8422d29ffffffff,101,30.0,209.0,,,,4.6,3.5,6.2,,,,54.34619,-165.04187
8422d2bffffffff,118,8.0,426.0,,,,4.0,0.0,6.9,,,,54.60458,-165.56192
8422d2dffffffff,23,26.0,103.0,,,,5.1,3.3,6.1,,,,54.46084,-164.45591
8422d31ffffffff,5,141.0,148.0,,,,4.2,4.2,5.0,,,,55.11555,-166.62409
8422d33ffffffff,7,135.0,150.0,,,,3.75,3.3,4.3,,,,55.36796,-167.16634
